image_path,source_dataset,source_class,canonical_class,crop,original_filename
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/138y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,138y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/12y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,12y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/7y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,7y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/41y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,41y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/80y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,80y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/116y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,116y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/39y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,39y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/52y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,52y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/168y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,168y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/78y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,78y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/129y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,129y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/115y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,115y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/156y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,156y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/176y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,176y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/154y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,154y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/37y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,37y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/64y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,64y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/53y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,53y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/42y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,42y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/18y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,18y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/6y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,6y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/148y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,148y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/3y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,3y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/221y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,221y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/173y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,173y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/103y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,103y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/182y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,182y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/50y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,50y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/2y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,2y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/181y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,181y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/194y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,194y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/186y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,186y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/120y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,120y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/94y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,94y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/123y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,123y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/20y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,20y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/44y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,44y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/206y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,206y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/130y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,130y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/190y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,190y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/127y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,127y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/81y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,81y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/8y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,8y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/106y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,106y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/92y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,92y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/56y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,56y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/207y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,207y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/66y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,66y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/67y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,67y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/199y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,199y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/72y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,72y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/193y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,193y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/68y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,68y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/26y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,26y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/10y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,10y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/91y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,91y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/183y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,183y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/47y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,47y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/58y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,58y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/77y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,77y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/170y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,170y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/145y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,145y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/62y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,62y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/133y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,133y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/83y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,83y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/5y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,5y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/109y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,109y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/169y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,169y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/159y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,159y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/75y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,75y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/164y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,164y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/98y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,98y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/4y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,4y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/220y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,220y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/45y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,45y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/152y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,152y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/162y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,162y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/105y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,105y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/172y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,172y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/167y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,167y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/108y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,108y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/218y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,218y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/216y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,216y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/125y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,125y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/19y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,19y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/110y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,110y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/46y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,46y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/142y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,142y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/126y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,126y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/121y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,121y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/134y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,134y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/155y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,155y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/195y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,195y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/63y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,63y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/yellow mosaic/43y.jpg,blackgram/BPLD,yellow mosaic,Blackgram - Yellow Mosaic,Blackgram,43y.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/leaf crinckle/112l.jpg,blackgram/BPLD,leaf crinckle,Blackgram - Leaf Crinkle,Blackgram,112l.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/leaf crinckle/43l.jpg,blackgram/BPLD,leaf crinckle,Blackgram - Leaf Crinkle,Blackgram,43l.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/leaf crinckle/75l.jpg,blackgram/BPLD,leaf crinckle,Blackgram - Leaf Crinkle,Blackgram,75l.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/leaf crinckle/100l.jpg,blackgram/BPLD,leaf crinckle,Blackgram - Leaf Crinkle,Blackgram,100l.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/leaf crinckle/148l.jpg,blackgram/BPLD,leaf crinckle,Blackgram - Leaf Crinkle,Blackgram,148l.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/leaf crinckle/42l.jpg,blackgram/BPLD,leaf crinckle,Blackgram - Leaf Crinkle,Blackgram,42l.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/leaf crinckle/66l.jpg,blackgram/BPLD,leaf crinckle,Blackgram - Leaf Crinkle,Blackgram,66l.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/blackgram/BPLD/leaf crinckle/117l.jpg,blackgram/BPLD,leaf crinckle,Blackgram - Leaf Crinkle,Blackgram,117l.jpg
